id,locationID,victimID,month,day,year,classification,armed,lawenforcementagency
369,364,369,May,11,2016,Gunshot,Vehicle,"San Diego Police Department"
370,365,370,May,11,2016,Gunshot,Firearm,"Pontotoc County Sheriff's Office"
371,366,371,May,14,2016,Gunshot,Unknown,"Henry County Police Department"
372,367,372,May,14,2016,Gunshot,Firearm,"Phoenix Police Department"
373,368,373,May,14,2016,Gunshot,Firearm,"Volusia County Sheriff's Office"
374,369,374,March,31,2016,Gunshot,Firearm,"Las Vegas Metropolitan Police Department"
375,370,375,May,13,2016,Gunshot,Unknown,"Newark Police Department"
376,371,376,May,14,2016,Gunshot,Knife,"Jacksonville Sheriff's Office"
377,372,377,May,16,2016,Taser,No,"Fall River Police Department"
378,373,378,May,16,2016,Gunshot,Firearm,"Clayton County Police Department"
379,374,379,May,15,2016,Gunshot,Firearm,"Illinois State Police, FBI"
380,375,380,May,18,2016,Gunshot,Knife,"New York City Police Department"
381,376,381,May,17,2016,Gunshot,Other,"Siskiyou County Sheriff's Office"
382,377,382,May,18,2016,Gunshot,Firearm,"Missouri State Highway Patrol"
383,378,383,May,18,2016,Gunshot,Firearm,"Phoenix Police Department"
384,379,384,May,19,2016,Gunshot,No,"Las Vegas Metropolitan Police Department"
385,380,385,May,19,2016,Gunshot,No,"San Francisco Police Department"
386,381,386,May,19,2016,Gunshot,Knife,"Citrus Heights Police Department"
387,382,387,May,19,2016,Gunshot,Firearm,"Miami-Dade Police Department"
388,383,388,May,19,2016,Gunshot,Firearm,"Kentucky State Police"
389,384,389,May,2,2016,Gunshot,Firearm,"Greenville County Sheriff's Office"
390,385,390,May,20,2016,Gunshot,Knife,"Omaha Police Department"
391,386,391,May,21,2016,Gunshot,Firearm,"Coconino County Sheriff's Office"
392,387,392,May,21,2016,Gunshot,Firearm,"Florence County Sheriff's Office, South Carolina Law Enforcement Division"
393,388,393,May,21,2016,Gunshot,Other,"Oregon City Police Department"
394,389,394,May,22,2016,Gunshot,No,"Hallandale Beach Police Department"
395,390,395,May,22,2016,Gunshot,Firearm,"Massachusetts State Police"
396,391,396,May,22,2016,Gunshot,Firearm,"Boulder Police Department"
397,392,397,May,23,2016,Gunshot,Firearm,"Flagstaff Police Department, Northern Arizona University Police Department"
398,393,398,May,22,2016,Gunshot,No,"Jacksonville Sheriff's Office"
399,394,399,May,24,2016,Gunshot,Knife,"Gresham Police Department"
400,395,400,May,24,2016,Gunshot,Unknown,"Cass County Sheriff’s Office"
401,396,401,May,24,2016,Gunshot,Firearm,"US Marshals"
402,397,402,May,25,2016,Gunshot,Knife,"Oklahoma City Police Department"
403,398,403,May,25,2016,Gunshot,Firearm,"Cincinnati Police Department"
404,399,404,May,26,2016,Gunshot,Firearm,"Saint Paul Police Department"
405,400,405,May,26,2016,Gunshot,Unknown,"Socorro County Sheriff’s Department, New Mexico State Police"
406,401,406,May,26,2016,Gunshot,Firearm,"Lansing Police Department"
407,402,407,May,26,2016,Gunshot,No,"United States Marshals Service, Caseyville Police Department"
408,403,408,May,26,2016,Gunshot,Firearm,"Santa Barbara County Sheriff’s Department"
409,404,409,May,26,2016,Gunshot,Firearm,"San Antonio Police Department"
410,405,410,May,26,2016,Gunshot,Knife,"Sneads Police Department"
411,406,411,May,27,2016,Gunshot,Firearm,"Indiana State Police"
412,407,412,May,29,2016,Gunshot,Other,"Rockingham County Sheriff's Office"
413,408,413,May,28,2016,Gunshot,Firearm,"Albuquerque Police Department"
414,409,414,May,29,2016,Gunshot,Firearm,"Clinton Police Department, North Carolina Highway Patrol"
415,410,415,May,30,2016,Gunshot,Firearm,"Tucson Police Department"
416,411,416,May,30,2016,Gunshot,Firearm,"Tualatin Police Department"
417,412,417,May,28,2016,Gunshot,Unknown,"Lincoln Police Department"
418,413,418,May,29,2016,Gunshot,Firearm,"Houston Police Department"
419,414,419,May,29,2016,Gunshot,Knife,"Volusia County Sheriff's Office"
420,415,420,May,25,2016,Gunshot,No,"Florida Highway Patrol"
421,416,421,May,16,2016,"Death in custody",Other,"Indiana Department of Correction"
422,417,422,May,13,2016,Gunshot,Firearm,"Los Angeles Police Department"
423,418,423,May,8,2016,"Struck by vehicle",No,"Oklahoma Highway Patrol"
424,419,424,May,31,2016,Gunshot,Knife,"Oregon State Police"
425,420,425,June,1,2016,Gunshot,Firearm,"Phoenix Police Department"
426,814,425,October,5,2016,Gunshot,Other,Unknown
427,421,426,February,3,2016,"Death in custody",No,"Athens Police Department"
428,422,427,May,28,2016,"Death in custody",No,"San Antonio Police Department"
429,423,428,January,25,2016,"Death in custody",No,"Saline County Sheriff’s Office"
430,424,429,January,25,2016,"Death in custody",Knife,"San Bernardino County Sheriff’s Department"
431,425,430,April,4,2016,"Death in custody",No,"Caddo County Sheriff’s Office"
432,426,431,April,20,2016,"Death in custody",No,"Fairfax County Police Department"
433,427,432,February,2,2016,"Struck by vehicle",No,"Bexar County Sheriff's Office"
434,428,433,February,5,2016,"Death in custody",No,"Antioch Police Department"
435,429,434,February,24,2016,Taser,No,"Bellevue Police Department"
436,430,435,March,19,2016,Taser,No,"Pasco County Sheriff's Office"
437,431,436,March,16,2016,Gunshot,Unknown,"Miramar Police Department"
438,432,437,June,1,2016,Gunshot,Firearm,"Madison County Sheriff's Office"
439,433,438,March,28,2016,"Struck by vehicle",No,"California Highway Patrol"
440,434,439,June,1,2016,Gunshot,Firearm,"Coweta County Sheriff’s Office"
441,435,440,May,28,2016,"Death in custody",No,"Tulsa Police Department"
442,436,441,February,15,2016,Taser,No,"Donna Police Department"
443,437,442,February,12,2016,"Struck by vehicle",No,"Fulton County Sheriff's Office"
444,438,443,June,2,2016,Gunshot,Disputed,"Norfolk Police Department"
445,439,444,June,2,2016,Gunshot,Firearm,"Charlotte-Mecklenburg Police Department"
446,440,445,June,4,2016,Gunshot,Unknown,"California Highway Patrol"
447,441,446,June,4,2016,Gunshot,Knife,"Muncie Police Department"
448,442,447,June,3,2016,Gunshot,Knife,"Colorado River Indian Tribes Police Department"
449,443,448,June,3,2016,Gunshot,Knife,"Alaska State Troopers"
450,444,449,June,5,2016,Gunshot,Unknown,"Cape Coral Police Department"
451,445,450,June,4,2016,Gunshot,Firearm,"Eufaula Police Department"
452,446,451,May,10,2016,Taser,Other,"Tarrant County Sheriff's Department"
453,447,452,June,6,2016,Gunshot,Knife,"Hawaii Police Department"
454,448,453,June,6,2016,Gunshot,Firearm,"Columbus Division of Police"
455,449,454,June,7,2016,Gunshot,No,"Wagoner Police Department"
456,450,455,February,18,2016,"Struck by vehicle",No,"Westminster Police Department"
457,451,456,June,7,2016,Gunshot,Firearm,"Culpeper County Sheriff's Office"
458,452,457,April,25,2016,"Death in custody",No,"Hawaii Police Department"
459,453,458,March,16,2016,"Death in custody",No,"New York Police Department"
460,454,459,March,12,2016,Taser,No,"Kentucky State Police, Warren County Sheriff's Department"
461,455,460,March,12,2016,"Struck by vehicle",Firearm,"Michigan State Police"
462,456,461,June,7,2016,Gunshot,No,"Modesto Police Department"
463,457,462,June,7,2016,"Struck by vehicle",No,"California Highway Patrol"
464,458,463,June,8,2016,Gunshot,Firearm,Unknown
465,459,464,June,5,2016,Gunshot,No,"Calhoun County Sheriff's Office"
466,460,465,June,9,2016,Gunshot,Firearm,"York County Sheriff's Office"
467,461,466,June,9,2016,Gunshot,Firearm,"Marquette County Sheriff's Office"
468,462,467,June,8,2016,Gunshot,Firearm,"Henry County Police Department"
469,463,468,June,9,2016,Gunshot,Unknown,"Irondale Police Department"
470,464,469,June,9,2016,Gunshot,Unknown,"Port Arthur Police Department"
471,465,470,June,10,2016,Gunshot,Unknown,"Pueblo Police Department"
472,466,471,June,10,2016,Gunshot,Firearm,"Yakima Police Department"
473,467,472,June,9,2016,Gunshot,Other,"US Customs and Border Protection"
474,808,472,October,2,2016,Gunshot,"Non-lethal firearm","Los Angeles Police Department"
475,723,472,September,1,2016,Gunshot,Other,"Huntington Park Police Department"
476,468,473,June,10,2016,Gunshot,Other,"Iredell County Sheriff's Office"
477,469,474,June,11,2016,Gunshot,Other,"Los Angeles County Sheriff's Department"
478,470,475,June,12,2016,Gunshot,Firearm,"Orlando Police Department, Orange County Sheriff's Office"
479,471,476,June,12,2016,Gunshot,Knife,"Utah County Sheriff's Office"
480,472,477,June,11,2016,Gunshot,Firearm,"Tupelo Police Department"
481,473,478,June,12,2016,Gunshot,Firearm,"Barren County Sheriff's Department"
482,474,479,June,13,2016,Gunshot,Firearm,"Mobile Police Department"
483,475,480,June,13,2016,Gunshot,Firearm,"Schenectady Police Department"
484,476,481,June,13,2016,Gunshot,Firearm,"Tiverton Police Department, Fall River Police Department"
485,477,482,June,13,2016,Gunshot,Vehicle,"Boise Police Department"
486,478,483,May,29,2016,Taser,No,"Greenwood Police Department"
487,479,484,June,14,2016,Gunshot,Firearm,"Amarillo Police Department"
488,480,485,June,14,2016,Gunshot,Unknown,"Clark County Sheriff's Office"
489,481,486,June,14,2016,Gunshot,Firearm,"Lafayette County Sheriff's Office"
490,482,487,June,14,2016,Gunshot,Unknown,"US Homeland Security"
491,483,488,June,15,2016,Gunshot,Vehicle,"Tulsa Police Department"
492,484,489,June,16,2016,Gunshot,Firearm,"Albuquerque Police Department"
493,485,490,June,15,2016,Gunshot,Firearm,"Marinette County Sheriff's Office"
494,486,491,June,16,2016,Gunshot,Firearm,"Butte Police Department"
495,487,492,June,16,2016,Gunshot,Vehicle,"Westminster Police Department"
496,488,493,June,16,2016,Gunshot,Firearm,"Williams County Sheriff's office"
497,489,494,June,18,2016,Gunshot,"Non-lethal firearm","Huntsville Police Department"
498,490,495,June,18,2016,Gunshot,Unknown,"Sacramento County Sheriff's Department"
499,491,496,June,18,2016,Gunshot,No,"Tupelo Police Department"
500,492,497,June,19,2016,Gunshot,Firearm,"New York Police Department"
501,493,498,June,19,2016,Gunshot,Firearm,"Fort Walton Beach Police Department"
502,494,499,June,19,2016,Gunshot,No,"Brevard County Sheriff's Office"
503,495,500,June,20,2016,Gunshot,Firearm,"Jasper County Sheriff's Office, Hardeeville Police"
504,496,501,June,20,2016,Gunshot,Knife,"Lake Havasu City Police Department"
505,497,502,June,21,2016,Gunshot,"Non-lethal firearm","Greenfield Police Department"
506,498,503,June,21,2016,Gunshot,No,"Cleveland County Sheriff's Office"
507,499,504,June,21,2016,Gunshot,Firearm,"Mills Police Department"
508,500,505,June,22,2016,Gunshot,Vehicle,"Shelby County Sheriff's Office"
509,501,506,June,22,2016,Gunshot,Knife,"Palm Beach County Sheriff's Office"
510,502,507,June,22,2016,Gunshot,Firearm,"Colorado Springs Police"
511,503,508,June,23,2016,Gunshot,No,"Atlanta Police Department"
512,504,509,June,23,2016,Gunshot,Firearm,"Wauwatosa Police Department"
513,505,510,June,22,2016,Gunshot,Firearm,"DeSoto County Sheriff's Office"
514,506,511,June,22,2016,Taser,Knife,"Flint Police Department, Michigan State Police"
515,507,512,June,22,2016,Gunshot,Firearm,"Austin County Sheriff's Office, Bellville Police Department"
516,508,513,June,23,2016,Gunshot,Firearm,"Belleville Police Department"
517,509,514,June,24,2016,Gunshot,Firearm,"Paterson Police Department"
518,510,515,June,24,2016,Gunshot,Firearm,"New Mexico State Police"
519,511,516,June,25,2016,Gunshot,No,"Georgia State Patrol"
520,512,517,June,25,2016,Gunshot,Firearm,"Pinellas Park Police Department"
521,513,518,June,25,2016,Gunshot,No,"Fresno Police Department"
522,514,519,June,24,2016,Gunshot,Firearm,"Fulshear Police Department"
523,515,520,June,24,2016,Gunshot,Other,"Oklahoma City Police Department"
524,516,521,June,24,2016,Gunshot,Firearm,"Washington County Sheriff's Office"
525,517,522,June,26,2016,Gunshot,Firearm,"Dolton Police Department"
526,518,523,June,26,2016,Gunshot,Firearm,"Lincoln Police Department"
527,519,524,June,26,2016,Gunshot,Other,"Columbia Township Police Department"
528,520,525,June,26,2016,Gunshot,Knife,"Thomaston Police Department"
529,521,526,June,27,2016,Gunshot,Firearm,"Bleckley County Sheriff's Office"
530,522,527,June,27,2016,Gunshot,Firearm,"New Mexico State Police"
531,523,528,June,27,2016,Gunshot,"Non-lethal firearm","Boone Police Department"
532,524,529,June,27,2016,Gunshot,"Non-lethal firearm","Delaware State Police"
533,525,530,June,27,2016,Gunshot,"Non-lethal firearm","Washington Metropolitan Police Department"
534,526,531,June,28,2016,Gunshot,Knife,"Honolulu Police Department"
535,527,532,June,28,2016,Gunshot,Knife,Unknown
536,528,533,June,29,2016,Gunshot,Unknown,"Knox County Sheriff's Office"
537,529,534,June,29,2016,Gunshot,Unknown,"Ouachita Parish Sheriff's Office"
538,530,535,June,30,2016,Gunshot,Unknown,"United States Marshals Service"
539,531,536,June,30,2016,Gunshot,Firearm,"Columbus Division of Police"
540,532,537,June,30,2016,Gunshot,Other,"Madison Police Department"
541,533,538,June,30,2016,Gunshot,Firearm,"Park County Sheriff's Office"
542,534,539,July,1,2016,Gunshot,Firearm,"Cartersville Police Department and Bartow County Sheriff's Office"
543,535,540,July,1,2016,Gunshot,Unknown,"Spartanburg County Sheriff's Office"
544,536,541,July,1,2016,Gunshot,Knife,"Jackson Police Department"
545,537,542,July,2,2016,Gunshot,Firearm,"Bristol Police Department"
546,538,543,July,2,2016,Gunshot,Firearm,"Asheville Police Department"
547,539,544,June,29,2016,Gunshot,Firearm,"Fort Madison Police Department"
548,540,545,June,10,2016,Gunshot,Firearm,"Los Angeles Police Department"
549,541,546,June,3,2016,Gunshot,Knife,"Oglala Sioux Tribe Offices Department of Public Safety"
550,542,547,May,20,2016,"Death in custody",No,"Phoenix Police Department"
551,543,548,May,13,2016,"Struck by vehicle",No,"Lake County Sheriff's Department"
552,543,549,May,13,2016,"Struck by vehicle",No,"Lake County Sheriff's Department"
553,544,550,April,27,2016,Gunshot,Firearm,"Salt Lake County Unified Police Department"
554,545,551,July,3,2016,Gunshot,Knife,"Iberia Parish Sheriff’s Office"
555,546,552,July,3,2016,Gunshot,Unknown,"Reno Police Department"
556,547,553,July,3,2016,Gunshot,Unknown,"California Highway Patrol"
557,548,554,July,4,2016,Gunshot,Firearm,"San Jose Police Department"
558,549,555,July,4,2016,Gunshot,No,"New York Police Department"
559,550,556,July,4,2016,Gunshot,Unknown,"Kaufman County Sheriff's Office"
560,551,557,July,4,2016,Gunshot,Firearm,"Metro Transit Police Department"
561,552,558,July,5,2016,Gunshot,Disputed,"Baton Rouge Police Department"
562,553,559,July,4,2016,Gunshot,Firearm,"North Charleston Police Department"
563,554,560,July,5,2016,Gunshot,Unknown,"Temecula Police Department"
564,555,561,July,6,2016,Gunshot,Disputed,"St Anthony Police Department"
565,556,562,July,5,2016,Gunshot,Unknown,"Polk County Sheriff's Office"
566,557,563,July,5,2016,Gunshot,Knife,"Yuma County Sheriff's Office"
567,558,564,July,6,2016,Gunshot,Firearm,"Rush Springs Police Department"
568,559,565,July,6,2016,Gunshot,Firearm,"Los Angeles Police Department"
569,560,566,July,7,2016,Gunshot,Knife,"Bell Police Department"
570,561,567,July,7,2016,Gunshot,Vehicle,"Clovis Police Department"
571,562,568,July,7,2016,Other,Firearm,"Dallas Police Department"
572,563,569,July,7,2016,Gunshot,Firearm,"Selma Police Department"
573,564,570,July,9,2016,Gunshot,Firearm,"Houston Police Department"
574,565,571,July,8,2016,Gunshot,Knife,"Tucson Police Department"
575,566,572,July,9,2016,Gunshot,Firearm,"Broken Bow Police Department, McCurtain County Sheriff’s Office, Choctaw Nation Tribal Police Department"
576,567,573,July,9,2016,Gunshot,Unknown,"St Louis County Police Department"
577,568,574,July,11,2016,Gunshot,Knife,"Sacramento Police Department"
578,569,575,July,11,2016,Gunshot,Firearm,"New York Police Department"
579,570,576,July,11,2016,Gunshot,Firearm,"Washington Park Police Department, East St Louis Police Department"
580,571,577,July,11,2016,Gunshot,Firearm,"Romulus Police Department"
581,572,578,July,11,2016,Gunshot,Firearm,Unknown
582,573,579,July,2,2016,"Death in custody",No,"Anaheim Police Department"
583,574,580,February,15,2016,"Struck by vehicle",No,"Van Zandt County Sheriff's Office"
584,575,581,June,19,2016,Gunshot,Firearm,"Syracuse Police Department"
585,576,582,July,12,2016,Gunshot,Other,"Anchorage Police Department"
586,577,583,July,12,2016,Taser,No,"Birmingham Police Department"
587,578,584,July,13,2016,Gunshot,No,"Flagstaff Police Department"
588,579,585,June,30,2016,Taser,No,"Ponca City Police Department"
589,580,586,July,13,2016,Gunshot,"Non-lethal firearm","Middletown Police Department"
590,581,587,July,14,2016,Gunshot,Firearm,"Baltimore Police Department"
591,582,588,July,15,2016,Gunshot,Firearm,"Anson County Sheriff's Office"
592,583,589,July,16,2016,Gunshot,Firearm,"Clay County Sheriff's Office"
593,584,590,July,16,2016,Gunshot,Firearm,"San Bernardino Police Department"
594,585,591,July,17,2016,Gunshot,Firearm,"New York Police Department"
595,586,592,July,17,2016,Gunshot,Firearm,"Sheboygan Police Department"
596,587,593,July,17,2016,Gunshot,Knife,"Tulsa Police Department"
597,588,594,July,17,2016,Gunshot,Firearm,Unknown
598,589,595,July,17,2016,"Struck by vehicle",No,"New York Police Department"
599,590,596,July,16,2016,Gunshot,Firearm,Unknown
600,591,597,July,18,2016,Gunshot,Other,"Tulsa Police Department"
601,592,598,July,17,2016,Taser,Other,"Louisiana State Police"
602,593,599,July,20,2016,Gunshot,Knife,"Santa Maria Police Department"
603,594,600,July,21,2016,Gunshot,Firearm,"Hawaii Police Department"
604,595,601,July,21,2016,Gunshot,Firearm,"Chicago Police Department"
605,596,602,July,21,2016,Gunshot,Firearm,"Upshur County Sheriff's Office"
606,597,603,July,23,2016,Gunshot,Knife,"Milwaukee Police Department"
607,598,604,July,23,2016,Gunshot,Firearm,"Chino Police Department"
608,599,605,July,23,2016,Gunshot,Firearm,"San Antonio Police Department"
609,600,606,July,24,2016,Gunshot,Firearm,"Riverside County Sheriff's Department, California Highway Patrol"
610,601,607,July,24,2016,Gunshot,Knife,"Gallup Police Department"
611,602,608,June,26,2016,Gunshot,Firearm,"Hillsborough County Sheriff's Office"
612,603,609,July,25,2016,Gunshot,Firearm,"Indianapolis Metropolitan Police Department"
613,604,610,July,25,2016,Gunshot,Firearm,"Los Angeles Police Department"
614,605,611,July,26,2016,Gunshot,Firearm,"Lincoln County Sheriff's Department, Langlade County Sheriff's Department, Antigo Police Department"
615,606,612,July,26,2016,Gunshot,Firearm,"Artesia Police Department"
616,607,613,July,27,2016,Gunshot,Firearm,"Jefferson Parish Sheriff's Office"
617,608,614,July,27,2016,Gunshot,No,"Tempe Police Department"
618,609,615,July,27,2016,Gunshot,Knife,"Phillips County Sheriff's Office"
619,610,616,July,27,2016,Gunshot,Knife,"Franklin County Sheriff's Office"
620,611,617,July,27,2016,Gunshot,Knife,"Scottsdale Police Department"
621,612,618,July,27,2016,Gunshot,Knife,"San Bernardino Police Department"
622,613,619,July,26,2016,"Death in custody",No,"Pittsburg Police Department"
623,614,620,July,28,2016,Gunshot,Firearm,"Tucson Police Department"
624,615,621,July,28,2016,Gunshot,No,"Chicago Police Department"
625,616,622,July,28,2016,Gunshot,Firearm,"Sparks Police Department"
626,617,623,July,28,2016,Gunshot,No,"Los Angeles County Sheriff's Department"
627,618,624,July,28,2016,Gunshot,Firearm,"Los Angeles Police Department"
628,619,625,July,28,2016,Gunshot,Unknown,Unknown
629,620,626,July,29,2016,Gunshot,Firearm,"Homewood Police Department"
630,621,627,July,29,2016,Gunshot,Firearm,"Northampton County Sheriff's Office"
631,622,628,July,31,2016,Gunshot,Knife,"Manchester Township Division of Police"
632,623,629,July,31,2016,Gunshot,No,"Kentucky State Police"
633,624,630,July,31,2016,Gunshot,Unknown,"Wapato Police Department"
634,625,631,August,1,2016,Gunshot,Vehicle,"Lexington County Sheriff's Department"
635,626,632,August,1,2016,Gunshot,Firearm,"Stafford County Sheriff's Office"
636,627,633,August,1,2016,Gunshot,Firearm,"Baltimore County Police Department"
637,628,634,August,2,2016,Gunshot,Firearm,"Lake City Police Department"
638,629,635,April,3,2016,Gunshot,Unknown,"Louisiana State Police"
639,630,636,August,2,2016,Gunshot,Firearm,"Elmore County Sheriff's Office"
640,631,637,August,2,2016,Gunshot,Knife,"Minnesota Bureau of Criminal Apprehension"
641,632,638,August,2,2016,Gunshot,Firearm,"Palm Bay Police Department"
642,633,639,August,2,2016,Gunshot,No,"Los Angeles County Sheriff's Department"
643,634,640,August,3,2016,Gunshot,Firearm,"Clearfield Police Department, Davis County Sheriff's Office"
644,635,641,August,3,2016,Gunshot,Knife,"West Bloomfield Police Department, Michigan Department of Corrections"
645,636,642,August,4,2016,Gunshot,Firearm,"Hawkins County Sheriff’s Office"
646,637,643,August,5,2016,Gunshot,Knife,"Loudoun County Sheriff's Office"
647,638,644,August,5,2016,Gunshot,Firearm,"United States Marshals Service"
648,639,645,August,5,2016,Gunshot,Firearm,"Dodge County Sheriff's Office"
649,640,646,August,7,2016,Gunshot,Knife,"Cincinnati Police Department"
650,641,647,August,7,2016,Gunshot,Knife,"Harrisburg Police Department"
651,642,648,August,8,2016,Gunshot,Knife,"Louisville Metro Police Department"
652,643,649,August,8,2016,Gunshot,Unknown,"Kentucky State Police"
653,644,650,August,8,2016,Gunshot,Firearm,"Citrus Heights Police Department"
654,645,651,August,9,2016,Gunshot,Firearm,"Pickaway County Sheriff's Office"
655,646,652,August,9,2016,Gunshot,No,"Punta Gorda Police Department"
656,647,653,August,9,2016,Gunshot,Firearm,"Los Angeles Police Department"
657,648,654,August,9,2016,Gunshot,Disputed,"Anderson County Sheriff's Office"
658,649,655,August,4,2016,"Death in custody",No,"Little Rock Police Department"
659,650,656,August,5,2016,Gunshot,No,"Pasco County Sheriff's Office"
660,651,657,July,25,2016,"Death in custody",No,"Blount County Sheriff's Office"
661,652,658,August,11,2016,Gunshot,Firearm,"Tukwila Police Department"
662,653,659,August,11,2016,Gunshot,No,"Lexington Fire Department"
663,654,660,August,12,2016,Gunshot,Unknown,"Mesa Police Department"
664,655,661,August,12,2016,Gunshot,Other,"Tahlequah Police Department"
665,656,662,August,13,2016,Gunshot,Knife,"Phoenix Police Department"
666,657,663,August,13,2016,Gunshot,Firearm,"Milwaukee Police Department"
667,658,664,August,13,2016,Gunshot,Firearm,Unknown
668,659,665,August,13,2016,Taser,No,"Monticello Police Department"
669,660,666,August,9,2016,"Death in custody",No,"Fairfield Police Department, Solano County Sheriff's Office"
670,661,667,August,11,2016,Gunshot,Unknown,"San Diego County Sheriff's Department"
671,662,668,August,15,2016,Gunshot,Other,"Fairfax County Sheriff's Office"
672,663,669,August,15,2016,Gunshot,Firearm,"United States Marshals Service"
673,664,670,August,16,2016,Gunshot,Firearm,"Ashtabula County Sheriff's Office"
674,665,671,August,16,2016,Gunshot,Firearm,"Lenoir Police Department"
675,666,672,August,16,2016,Gunshot,Unknown,"Los Angeles Police Department"
676,667,673,August,16,2016,Gunshot,Firearm,"Stockton Police Department"
677,668,674,August,16,2016,Gunshot,"Non-lethal firearm","Maricopa County Sheriff's Office"
678,669,675,August,16,2016,Gunshot,No,"Hampshire County Sheriff's Office"
679,670,676,August,17,2016,Gunshot,Other,"Kelso Police Department"
680,671,677,August,16,2016,Gunshot,No,"Pima County Sheriff's Department"
681,672,678,August,18,2016,Gunshot,Firearm,"Bakersfield Police Department"
682,673,679,August,8,2016,Gunshot,Firearm,"Richland County Sheriff's Office"
683,674,680,August,18,2016,Gunshot,Firearm,"Humboldt County Sheriff's Office"
684,675,681,August,18,2016,Gunshot,No,"Hays Police Department"
685,676,682,August,18,2016,Gunshot,Knife,"Sacramento County Sheriff’s Department"
686,677,683,August,19,2016,Gunshot,No,"Phoenix Police Department"
687,678,684,August,19,2016,Gunshot,Other,"Los Angeles Police Department"
688,679,685,August,13,2016,Gunshot,Unknown,"Hayward Police Department"
689,680,686,August,18,2016,Gunshot,No,"San Diego County Sheriff's Department"
690,681,687,August,19,2016,Gunshot,"Non-lethal firearm","New London Police Department"
691,682,688,August,19,2016,Gunshot,Unknown,"Washoe County Sheriff's Office"
692,683,689,August,19,2016,Gunshot,Firearm,"Ruidoso Police Department"
693,684,690,August,19,2016,Gunshot,Knife,"East Ridge Police Department"
694,685,691,August,21,2016,Gunshot,Unknown,"Dinwiddie County Sheriff's Office"
695,686,692,August,21,2016,Gunshot,Knife,"Indio Police Department"
696,687,693,August,18,2016,Gunshot,No,"North Carolina State Highway Patrol"
697,688,694,August,21,2016,Gunshot,Knife,"Las Cruces Police Department"
698,689,695,August,22,2016,Gunshot,Knife,"Hamilton Police Department"
699,690,696,August,18,2016,"Death in custody",No,"Marin County Sheriff’s Office, Central Marin Police Authority"
700,691,697,August,12,2016,Gunshot,No,"Seminole County Sheriff's Office"
701,692,698,August,24,2016,Gunshot,Firearm,"Dallas Police Department"
702,693,699,August,24,2016,Gunshot,Firearm,"Orange County Sheriff's Office"
703,694,700,August,24,2016,Gunshot,Firearm,"Shelbyville Police Department"
704,695,701,August,25,2016,Gunshot,Knife,"Fort Collins Police Services"
705,696,702,August,25,2016,Gunshot,Unknown,"Los Angeles County Sheriff's Department"
706,697,703,August,25,2016,Gunshot,Unknown,"Federal Bureau of Investigation"
707,698,704,August,27,2016,Gunshot,"Non-lethal firearm","Phoenix Police Department"
708,699,705,August,27,2016,Gunshot,Knife,"Denver Police Department"
709,700,706,August,26,2016,Gunshot,Firearm,"Nevada Highway Patrol"
710,701,707,August,27,2016,Gunshot,Firearm,"Monongalia County Sheriff's Office"
711,702,708,August,28,2016,Gunshot,Firearm,"Eagan Police Department"
712,703,709,August,29,2016,Gunshot,Firearm,"Raleigh Police Department"
713,704,710,August,29,2016,Gunshot,Knife,"San Bernardino Police Department"
714,705,711,August,27,2016,Gunshot,No,"Trenton Police Department"
715,706,712,August,25,2016,"Struck by vehicle",Firearm,"Redmond Police Department"
716,707,713,August,29,2016,Gunshot,Firearm,"City of Kingman Police Department"
717,708,714,August,30,2016,Gunshot,Other,"Pierce County Sheriff's Department"
718,709,715,August,30,2016,Gunshot,No,"Hillsborough County Sheriff's Office"
719,710,716,August,30,2016,Gunshot,Unknown,"Bell County Sheriff's Department"
720,711,717,August,30,2016,Gunshot,Firearm,"Fairbanks Police Department"
721,712,718,August,30,2016,Gunshot,Knife,"Weatherford Police Department"
722,713,719,August,31,2016,Gunshot,No,"Denver Police Department"
723,714,720,September,1,2016,Gunshot,Vehicle,"Sylvania Township Police Department"
724,715,721,August,5,2016,Gunshot,Other,"San Diego County Sheriff's Department"
725,716,722,August,8,2016,Gunshot,Firearm,"Wilkes County Sheriff's Office"
726,717,723,August,24,2016,Gunshot,Unknown,"Saint Jo Police Department"
727,718,724,July,20,2016,Gunshot,Unknown,"Waterbury Police Department"
728,719,725,July,24,2016,"Struck by vehicle",No,"Central Oregon Community College Campus Public Safety"
729,720,726,August,1,2016,"Death in custody",No,"Port Arthur Police Department"
730,721,727,September,1,2016,Gunshot,Firearm,"Sedgwick County Sheriff's Office"
731,722,728,September,1,2016,Gunshot,Firearm,"Los Angeles County Sheriff's Department"
732,724,729,August,1,2016,Gunshot,No,"Santa Ana Police Department"
733,725,730,September,2,2016,Gunshot,Firearm,"Alamogordo Police Department"
734,726,731,September,2,2016,Gunshot,Firearm,"Douglas County Sheriff's Office"
735,727,732,September,2,2016,Gunshot,Firearm,"St Louis Police Department"
736,728,733,September,2,2016,Gunshot,Other,"Round Lake Police Department"
737,729,734,September,3,2016,Gunshot,Firearm,"Illinois State Police"
738,730,735,September,3,2016,Gunshot,Unknown,"East Wenatchee Police Department"
739,731,736,September,3,2016,Gunshot,Firearm,"Atlantic City Police Department"
740,732,737,September,3,2016,Gunshot,Firearm,"Temple Police Department"
741,733,738,September,4,2016,Gunshot,Knife,"Grand Junction Police Department"
742,734,739,September,4,2016,Gunshot,Knife,"Long Beach Police Department"
